IDENTIFIANT_BATIMENT,NOM_HISTORIQUE ,TYPOLOGIE_SPECIFIQUE,CIVIQUE_MIN,CIVIQUE,TYPE_DE_VOIE,CIVIQUE_MAX,LIEN,VOIE,EST_OUEST,ARRONDISSEMENT,HISTORIQUE_SOMMAIRE ,DEBUT_DES_TRAVAUX,FIN_DES_TRAVAUX,CENTRO_X,CENTRO_Y
0040-53-7677-02,Entrepôt Elizabeth-Mittleberger-Platt,non applicable,3,3,rue,3,de la,Commune,Ouest,Ville-Marie (Montréal),"Élisabeth Mittleberger Platt fait construire cet entrepôt en 1822-1823. La succession de George Platt, dont Mittleberger est l'exécutrice testamentaire, achète l'emplacement en juillet 1822, avec les ruines d'une maison et d'un entrepôt. L'entrepreneur Isaac Shay est engagé pour construire l'entrepôt et une maison donnant sur la rue Saint-Paul. L'entreprise de chimistes et d'apothicaires Joseph Beckett & Company devient la première locataire des bâtiments en mai 1823. L'immeuble de la rue des Commissaires est utilisé à la fois à des fins d'entreposage et de commerce.  

Le bâtiment conserve ces fonctions jusqu'au milieu du XXe siècle. Dans l'intervalle, le pharmacien John Carter et ses associés occupent d'abord l'entrepôt. Vers 1850, ce bâtiment et la maison-magasin rue Saint-Paul, propriété depuis 1841 d'Emma Mathilda Platt, épouse du docteur James Crawford, sont reliés par deux ailes en brique. L'épicier de gros Joseph Tiffin acquiert l'immeuble en 1862. L'entreprise familiale, connue sous le nom de Joseph Tiffin & Sons puis de Tiffin Brothers, occupe le bâtiment jusqu'en 1891. Pendant plus de quarante ans, il est ensuite utilisé par l'entreprise William Middleton, compagnie qui après avoir œuvré dans le domaine de l'entreposage s'est spécialisée, à compter de 1917, dans la vente de paniers et d'articles en bois. L'observateur averti, en regardant au haut de ce bâtiment, peut remarquer le pignon à palan, partie d'un système qui servait à monter les marchandises vers les étages supérieurs de l'entrepôt. 

Des rénovations d'envergure sont entreprises en 1966 visant la consolidation du bâtiment. En 2004 et depuis près de quarante ans, un restaurant et des bureaux animent l'ancien entrepôt. 
",1822,1823,-73.5535,45.5052
0040-53-7677-03,200 boulevard Saint-Laurent ,non applicable,200,200,boulevard,200,,Saint-Laurent,,Ville-Marie (Montréal),,1850,,-73.5536,45.5053
0040-53-7677-04,NULL,non applicable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ville-Marie (Montréal),,1850,,-73.5537,45.5052
0040-54-4039-00,Édifice Salada,gratte-ciel,2,2,rue,2,,Le Royer,,Ville-Marie (Montréal),"L’édifice Salada est construit en 1917 par la Greater Montreal Land Investment Company. Il a été conçu par l’architecte Alphonse Piché.

En 1914, la Greater Montreal Land Investment Company achète un lot que la Ville de Montréal a récemment exproprié afin de prolonger le boulevard Saint-Laurent vers le port. Trois ans plus tard, la compagnie y fait construire cet immeuble, lequel sert d’entrepôt jusqu’à son achat en septembre 1920 par la Salada Tea Company. Jusqu'au début de 1921, on y aménage les bureaux, les espaces d’entreposage et les installations manufacturières de la compagnie. L’entreprise s’installe dans son nouvel édifice en février 1921.

En 1925, la Salada Tea Company commande une sculpture de Marguerite Bourgeois que l’on intègre à la façade donnant sur la rue Le Royer. L’entreprise compte ainsi souligner le rôle de la fondatrice des soeurs de la Congrégation de Notre-Dame dont le couvent s’élevait sur cet emplacement jusqu’en 1912. La Salada Tea Co. vend l’immeuble en 1952, mais elle ne le quitte qu’en 1957. Restauré au milieu des années 1980, l’immeuble compte en 2005 de nombreux espaces de bureaux, dont la moitié sont loués à des cabinets d’avocats.",1917,,-73.5541,45.5059
0040-54-4075-00,Maison Simon-McTavish,non applicable,411,411-425,rue,425,,Saint-Jean-Baptiste,,Ville-Marie (Montréal),"En 1786, Simon McTavish, « le grand marquis » du commerce des fourrures, est devenu le premier occupant de cette maison nouvellement construite par le négociant Richard Dobie. Cette nouvelle résidence, conçue « in the English taste », remplaçait une ancienne maison en pierre à un étage que Dobie avait achetée en 1780. Lors de la location par McTavish, la forme de la maison était sensiblement différente de celle qu'on voit aujourd'hui. Ce qui est actuellement une porte cochère surmontée d'un étage, était alors un passage qui séparait la maison d'une voûte (tel que nous le montre un plan de 1795), tandis que le comble de la maison était en mansarde. De plus, l'entrée principale était située au centre de la façade où se trouve actuellement une fenêtre cintrée. Selon le bail de location de McTavish, l'intérieur de la maison se composait d'une cuisine, d'une chambre des domestiques et d'un garde-manger au premier niveau ; quatre chambres avec six armoires et deux foyers de marbre formaient le rez-de-chaussée et cinq chambres étaient aménagées au deuxième étage.

McTavish y demeura comme locataire jusqu'en 1794 date de son départ pour un séjour en Grande Bretagne mais, par l'intermédiaire de son associé Joseph Frobisher, il achetait la maison l'année suivante. De retour en ville, en 1799, il engageait le maçon François Barsalou pour effectuer divers travaux y compris, semble-t-il, la transformation du passage de la cour arrière en porte cochère. Phénomène encore rare mais qui eut un impact majeur sur la morphologie de la ville au XIX<sup>e</sup> siècle, McTavish avait sa résidence sur la rue Saint-Jean-Baptiste tandis que son lieu de travail se trouvait ailleurs, dans l'ensemble immobilier que possédait McTavish, Frobisher & Company sur le quadrilatère borné par les rues Saint-Paul, Saint-Gabriel, Sainte-Thérèse et Vaudreuil.

Après le décès prématuré de McTavish en 1804, la propriété fut léguée à sa veuve Marguerite Chaboillez qui décida de ne plus y habiter. En 1855, après une série de transactions, la maison et son terrain étaient vendus par le shérif au notaire Étienne Guy qui réaménageait l'arrière cour en y faisant construire une voûte à trois étages et une écurie en brique transformée par la suite en bâtiment de chaudières. La famille Guy conserva la propriété jusqu'en 1907 alors qu'elle la vendait à la National Drug and Chemical Company. Celle-ci l'occupait déjà comme locataire, depuis au moins les années 1860 sous la raison sociale de Kerry Watson and Company ; elle fut propriétaire jusqu'au début des années 1960. L'aménagement de la maison en manufacture chimique impliqua le remplacement, quelque part entre 1914 et 1930, du comble en mansarde par un étage en brique surmonté d'un toit plat. De toute évidence l'immeuble fut abandonné entre le départ de la National Drug and Chemical Company et son acquisition par Les restaurants unis d'Amérique en 1976. Durant les années 1981-1983, cette dernière entreprise a effectué des rénovations majeures à la maison, mais on ne lui redonna pas son toit mansardé à cause du coût prohibitif d'une restauration de cette nature. Depuis ce temps-là, le bâtiment est occupé par les bureaux de diverses entreprises. Actuellement la partie sud de l'immeuble (l'ancienne voûte) abrite des logements.",1785,,-73.5541,45.5061
0040-54-5829-01,Maison Pierre-Joseph-Perrault,non applicable,3,3,rue,7,,Saint-Paul,Est,Ville-Marie (Montréal),"Tout indique que le négociant Pierre-Joseph Perrault fait construire cette maison vers 1820. Perrault acquiert l'emplacement et une maison, sans description, du partage de la succession de son père en septembre 1816. Dix ans plus tard, il loue à sa sœur Agathe la maison en brique de trois étages, incluant le rez-de-chaussée. Bien que le bâtiment ne soit vraisemblablement utilisé au départ que pour l'habitation, à compter des années 1830, il sert aussi au commerce, se conformant ainsi aux caractéristiques d'utilisation des maisons-magasins.  

Cette double vocation se poursuit au cours du XIXe siècle. Jusqu'au milieu des années 1870, des marchands et de petits fabricants, notamment de chapeaux, y tiennent leurs magasins au rez-de-chaussée et résident au-dessus. Par la suite, l'immeuble abrite jusqu'à trois locataires différents à la fois; certains y commercent, d'autres y habitent, rares sont ceux qui l'utilisent à ces deux fins. 

Au printemps 1903, Jean-Baptiste Alcide Simard, importateur de thés, de cafés et d'épices, achète l'immeuble de la succession Perrault. Son entreprise, J.A. Simard & Compagnie, l'occupe pendant plus d'un demi-siècle comme magasin, bureau et entrepôt. La compagnie utilise aussi un immeuble adjacent au nord et le bâtiment voisin à l'ouest. À partir des années 1960 et pour une vingtaine d'années, l'ensemble de trois bâtiments est animé par le commerce en gros de <i>dry goods</i> (tissus, articles de mercerie et peut-être autres produits).

À la fin des années 1990, le bâtiment fait l'objet de travaux de rénovation. Les étages sont convertis en espaces habitables. Un restaurant occupe le rez-de-chaussée en 2004. 
",1820,,-73.5538,45.5058
0040-54-5829-02,406-408 rue Saint-Jean-Baptiste ,indéterminé,406,406-408,rue,408,,Saint-Jean-Baptiste,,Ville-Marie (Montréal),NULL,1903,,-73.5539,45.5058
0040-54-5829-03,Magasin-entrepôt Masson II,magasin-entrepôt,1,1,rue,1,,Saint-Paul,Est,Ville-Marie (Montréal),"En 1854, Edward Wilson entreprend la construction de ce magasin-entrepôt. En juillet de la même année, il vend le lot à Ann Tracey, épouse de Charles Wilson. Ce dernier est alors l'administrateur des biens de Ann Tracey puisqu'elle lui a signé une procuration générale en août 1853. C'est donc vraisemblablement lui qui poursuit et complète les travaux. À l’origine, le magasin-entrepôt constitue l’extrémité Est d’une série de cinq magasins-entrepôts qui remplacent plusieurs bâtiments de pierre ayant accueilli auparavant divers commerçants et quelques habitations. Suite à l’ouverture du boulevard Saint-Laurent vers le port en 1913, trois des cinq magasins-entrepôts d’origine sont démolis, dont un partiellement. Ce magasin-entrepôt n’est pas affecté par les travaux. 

L’occupant d’origine du bâtiment est Lazure & Frères, une entreprise de <i>dry goods</i> (tissus, articles de mercerie et peut-être d’autres produits) qui occupe les lieux un an, de 1855 à 1856. Par la suite, diverses entreprises (dry goods, marchand de tabac) se succèdent dans le bâtiment. Vers 1885, une manufacture de brosses s’installe pour une trentaine d’année et partage l’espace avec d’autres compagnies qui changent assez souvent. 

Vers 1925, l’entreprise J.A. Simard & Cie, Royal Coffee and Spice Mills, s’installe dans le magasin-entrepôt. Cette entreprise du secteur alimentaire occupait depuis les années 1900 deux bâtiments voisins, le 3 St-Paul Est et le 406-408 Saint-Jean-Baptiste. L’entreprise devient propriétaire du bâtiment en septembre 1931 et l’occupe jusqu’au début des années 1960, alors qu’elle est en faillite. À partir de cette époque et pour une vingtaine d’années, le magasin-entrepôt, ainsi que les deux autres bâtiments, sont occupés par une entreprise de commerce de gros de <i>dry goods</i>. Dans les années 1980, des boutiques s’installent dans le bâtiment. À la fin des années 1990, d’importants travaux permettent la restauration de l’immeuble et la conversion des étages en espaces habitables, alors qu’une boutique occupe toujours le rez-de-chaussée.",1854,1855,-73.5539,45.5057
0040-54-6760-01,Immeuble Joseph-T.-Barrett,non applicable,407,407-409,rue,409,,Saint-Jean-Baptiste,,Ville-Marie (Montréal),,1835,,-73.5539,45.5061
0040-54-6760-02,Magasin-entrepôt Bourgouin et Duchesneau,magasin-entrepôt,21,21,rue,21,,Saint-Paul,Est,Ville-Marie (Montréal),"En mars 1889, la succession de Claude Melançon acquiert de la Banque Jacques-Cartier une propriété à l’intersection des rues Saint-Paul et Saint-Jean-Baptiste sur laquelle on retrouve une maison en pierre et des dépendances. Dans les mois suivants, les propriétaires y font entreprendre la construction d’un magasin-entrepôt dont les travaux se terminent en 1890. 

L’immeuble loge d’abord la maison de commerce Bourgouin, Duchesneau & Cie, des grossistes spécialisés dans la vente de tissus, d’articles de mercerie et de produits divers (<i>dry goods, fancy goods and small wares</i>). L’entreprise, qui occupe tous les étages, est dissoute dès la fin de l’année 1892. De 1893 à 1895, la George Bourgouin & Cie, du nom de l’un des actionnaires de la défunte société, s’installe dans l’immeuble.
 
En 1901, le quincaillier en gros Louis H. Hébert loue tout le magasin-entrepôt et son entreprise, la Louis H. Hébert & Cie, l’occupe jusqu’en 1919. Au cours de cette période, la maison de commerce utilise aussi les immeubles voisins à l’est (rue Saint-Paul) et au nord (rue Saint-Jean-Baptiste). Le magasin-entrepôt conserve une fonction commerciale jusqu’à l’arrivée, à la fin des années 1930, de la Paula Co. Limited, des fabricants de produits pharmaceutiques. En 1943, cette entreprise achète le magasin-entrepôt et ne s’en départira qu’au milieu des années 1970. Elle occupe seule le bâtiment pendant toute cette période.

Au milieu des années 1880, des travaux de restauration sont effectués. Un restaurant s’installe au rez-de-chaussée, tandis que les étages supérieurs sont convertis en logements.  ",1889,1890,-73.5538,45.506
